company_id,has_tracker,tracker_count,policy_disclosed,under_disclosure,over_disclosure,mismatch_label
MAN_0000,True,7,False,True,False,under_disclosure
MAN_0003,True,25,False,True,False,under_disclosure
MAN_0004,True,19,False,True,False,under_disclosure
MAN_0012,True,10,False,True,False,under_disclosure
MAN_0014,True,2,False,True,False,under_disclosure
MAN_0016,True,11,False,True,False,under_disclosure
MAN_0021,True,31,True,False,False,none
MAN_0022,True,21,False,True,False,under_disclosure
MAN_0023,True,3,False,True,False,under_disclosure
MAN_0024,True,11,False,True,False,under_disclosure
MAN_0025,True,6,False,True,False,under_disclosure
MAN_0028,True,19,True,False,False,none
MAN_0030,True,2,False,True,False,under_disclosure
MAN_0031,True,32,False,True,False,under_disclosure
MAN_0032,True,28,False,True,False,under_disclosure
MAN_0033,True,12,False,True,False,under_disclosure
MAN_0035,True,18,True,False,False,none
MAN_0036,True,13,False,True,False,under_disclosure
MAN_0038,True,7,False,True,False,under_disclosure
MAN_0040,True,37,False,True,False,under_disclosure
MAN_0041,True,12,True,False,False,none
MAN_0042,True,5,False,True,False,under_disclosure
MAN_0043,True,25,False,True,False,under_disclosure
MAN_0045,True,7,True,False,False,none
MAN_0048,True,6,True,False,False,none
MAN_0049,True,9,False,True,False,under_disclosure
MAN_0050,True,8,False,True,False,under_disclosure
MAN_0052,True,6,False,True,False,under_disclosure
MAN_0054,True,17,False,True,False,under_disclosure
MAN_0056,True,12,True,False,False,none
MAN_0058,True,16,True,False,False,none
MAN_0060,True,47,True,False,False,none
MAN_0061,True,33,False,True,False,under_disclosure
MAN_0062,True,5,True,False,False,none
MAN_0064,True,21,False,True,False,under_disclosure
MAN_0065,True,5,True,False,False,none
MAN_0071,True,24,False,True,False,under_disclosure
MAN_0074,True,3,False,True,False,under_disclosure
MAN_0076,True,10,False,True,False,under_disclosure
MAN_0078,True,17,True,False,False,none
MAN_0079,True,11,True,False,False,none
MAN_0080,True,10,False,True,False,under_disclosure
MAN_0082,True,6,False,True,False,under_disclosure
MAN_0083,True,2,False,True,False,under_disclosure
MAN_0084,True,31,True,False,False,none
MAN_0085,True,7,False,True,False,under_disclosure
MAN_0087,True,18,False,True,False,under_disclosure
MAN_0088,True,35,False,True,False,under_disclosure
MAN_0089,True,31,False,True,False,under_disclosure
MAN_0090,True,5,True,False,False,none
MAN_0091,True,10,False,True,False,under_disclosure
MAN_0092,True,2,False,True,False,under_disclosure
MAN_0093,True,1,True,False,False,none
MAN_0094,True,5,False,True,False,under_disclosure
MAN_0095,True,17,False,True,False,under_disclosure
MAN_0096,True,25,False,True,False,under_disclosure
MAN_0098,True,29,False,True,False,under_disclosure
MAN_0102,True,12,False,True,False,under_disclosure
MAN_0104,True,14,True,False,False,none
