company_id,has_tracker,tracker_count,policy_disclosed,under_disclosure,over_disclosure,mismatch_label,industry,founding_year,employee_range,policy_length
MSM_19848,False,0,True,False,True,over_disclosure,gaming,2023,,6911
MSM_19849,True,7,False,True,False,under_disclosure,saas,2023,,6414
MSM_19863,False,0,False,False,False,none,saas,2023,,3258
MSM_19867,True,1,False,True,False,under_disclosure,edtech,2023,,6879
MSM_19882,True,12,True,False,False,none,proptech,2023,,9009
MSM_19894,True,16,False,True,False,under_disclosure,saas,2024,,10947
MSM_19895,True,15,False,True,False,under_disclosure,saas,2023,,6240
MSM_19896,True,3,False,True,False,under_disclosure,saas,2023,,1748
MSM_19899,True,12,False,True,False,under_disclosure,saas,2024,,19856
MSM_19901,True,10,False,True,False,under_disclosure,media,2023,,4980
MSM_19913,True,6,True,False,False,none,saas,2023,,4185
MSM_19916,False,0,True,False,True,over_disclosure,media,2023,,10479
MSM_19919,True,3,False,True,False,under_disclosure,saas,2023,,5923
MSM_19920,True,5,False,True,False,under_disclosure,saas,2024,,739
MSM_19940,True,1,False,True,False,under_disclosure,saas,2023,,1919
MSM_19941,True,28,True,False,False,none,saas,2024,,14686
MSM_19947,True,13,False,True,False,under_disclosure,saas,2023,,0
MSM_19948,True,7,False,True,False,under_disclosure,fintech,2023,,1735
MSM_19966,True,4,True,False,False,none,saas,2024,,2993
MSM_19980,True,10,False,True,False,under_disclosure,saas,2023,,4980
MSM_19982,True,15,False,True,False,under_disclosure,saas,2023,,10229
MSM_19992,False,0,False,False,False,none,foodtech,2023,,2799
MSM_19993,True,10,False,True,False,under_disclosure,saas,2023,,4980
MSM_19997,True,15,False,True,False,under_disclosure,saas,2023,,130
MSM_20000,True,14,False,True,False,under_disclosure,saas,2023,,6396
MSM_20003,True,4,False,True,False,under_disclosure,saas,2023,,1687
MSM_20010,False,0,False,False,False,none,media,2023,,6205
MSM_20019,False,0,False,False,False,none,saas,2024,,50
MSM_20022,True,22,False,True,False,under_disclosure,saas,2023,,6243
MSM_20025,True,10,False,True,False,under_disclosure,saas,2024,,4980
MSM_20057,True,3,True,False,False,none,edtech,2023,,6323
MSM_20076,True,10,False,True,False,under_disclosure,saas,2023,,4980
MSM_20084,True,2,False,True,False,under_disclosure,ecommerce,2023,,883
MSM_20090,True,13,False,True,False,under_disclosure,saas,2023,,3743
MSM_20102,False,0,False,False,False,none,saas,2023,,6205
MSM_20119,True,19,False,True,False,under_disclosure,saas,2023,,0
MSM_20126,False,0,False,False,False,none,saas,2024,,2799
MSM_20141,True,2,False,True,False,under_disclosure,ecommerce,2023,,23734
MSM_20154,True,1,False,True,False,under_disclosure,media,2024,,4067
MSM_20158,True,1,False,True,False,under_disclosure,saas,2023,,4881
MSM_20165,True,7,False,True,False,under_disclosure,saas,2023,,193
MSM_20166,True,18,False,True,False,under_disclosure,media,2023,,3021
MSM_20169,True,9,False,True,False,under_disclosure,saas,2023,,6258
MSM_20183,True,5,False,True,False,under_disclosure,saas,2024,,9
MSM_20190,True,2,True,False,False,none,saas,2023,,6812
MSM_20205,True,7,False,True,False,under_disclosure,saas,2023,,6381
MSM_20210,True,35,False,True,False,under_disclosure,media,2023,,5892
MSM_20225,True,4,False,True,False,under_disclosure,saas,2023,,4556
MSM_20248,True,1,False,True,False,under_disclosure,saas,2023,,10749
MSM_20254,True,3,False,True,False,under_disclosure,saas,2023,,2035
MSM_20274,True,31,False,True,False,under_disclosure,media,2023,,917
MSM_20275,True,7,False,True,False,under_disclosure,saas,2023,,10368
MSM_20280,False,0,False,False,False,none,saas,2023,,9525
MSM_20281,True,12,False,True,False,under_disclosure,saas,2023,,3104
MSM_20291,True,16,True,False,False,none,saas,2023,,18437
MSM_20295,True,7,False,True,False,under_disclosure,gaming,2024,,9164
MSM_20310,False,0,False,False,False,none,saas,2023,,214
MSM_20319,True,12,False,True,False,under_disclosure,saas,2023,,23734
MSM_20323,True,12,False,True,False,under_disclosure,saas,2023,,23734
MSM_20330,True,3,True,False,False,none,edtech,2023,,5141
MSM_20332,True,10,True,False,False,none,saas,2023,,12488
MSM_20346,True,16,True,False,False,none,saas,2023,,5523
MSM_20386,True,10,False,True,False,under_disclosure,saas,2023,,4980
MSM_20393,False,0,False,False,False,none,ecommerce,2023,,4790
MSM_20397,False,0,False,False,False,none,saas,2023,,2799
MSM_20416,True,7,False,True,False,under_disclosure,gaming,2023,,6235
MSM_20425,True,11,False,True,False,under_disclosure,saas,2023,,858
MSM_20429,True,7,False,True,False,under_disclosure,gaming,2023,,9647
MSM_20439,True,10,False,True,False,under_disclosure,saas,2023,,43
MSM_20455,True,1,True,False,False,none,saas,2023,,6879
MSM_20456,True,13,False,True,False,under_disclosure,saas,2023,,23734
MSM_20463,True,5,False,True,False,under_disclosure,media,2023,,1047
MSM_20468,True,30,False,True,False,under_disclosure,saas,2023,,9
MSM_20480,True,6,False,True,False,under_disclosure,saas,2023,,569
MSM_20485,True,13,False,True,False,under_disclosure,gaming,2023,,7415
MSM_20488,True,3,False,True,False,under_disclosure,logistics,2023,,4396
MSM_20493,True,4,False,True,False,under_disclosure,saas,2023,,629
MSM_20494,True,8,False,True,False,under_disclosure,saas,2023,,6246
MSM_20497,True,4,False,True,False,under_disclosure,saas,2023,,6396
MSM_20504,True,10,False,True,False,under_disclosure,saas,2023,,4980
MSM_20515,True,1,False,True,False,under_disclosure,saas,2023,,40603
MSM_20531,True,14,False,True,False,under_disclosure,saas,2023,,14619
MSM_20537,False,0,False,False,False,none,fintech,2023,,6205
MSM_20544,True,6,False,True,False,under_disclosure,edtech,2023,,3251
MSM_20546,True,37,False,True,False,under_disclosure,saas,2023,,6247
MSM_20557,True,9,False,True,False,under_disclosure,saas,2023,,23734
MSM_20558,True,4,True,False,False,none,healthtech,2023,,16639
MSM_20561,True,13,True,False,False,none,gaming,2023,,5169
MSM_20568,False,0,False,False,False,none,saas,2024,,4971
MSM_20574,True,48,False,True,False,under_disclosure,gaming,2023,,6231
MSM_20579,True,14,False,True,False,under_disclosure,saas,2023,,5101
MSM_20606,True,9,False,True,False,under_disclosure,saas,2023,,3723
MSM_20625,True,10,False,True,False,under_disclosure,saas,2023,,751
MSM_20634,True,16,False,True,False,under_disclosure,saas,2023,,985
MSM_20638,True,10,False,True,False,under_disclosure,gaming,2023,,4980
MSM_20643,False,0,False,False,False,none,saas,2023,,2799
MSM_20674,False,0,False,False,False,none,saas,2023,,3722
MSM_20679,True,1,False,True,False,under_disclosure,saas,2023,,8388
MSM_20704,True,8,False,True,False,under_disclosure,saas,2023,,3335
MSM_20715,False,0,True,False,True,over_disclosure,gaming,2023,,21445
MSM_20742,True,10,False,True,False,under_disclosure,gaming,2023,,4980
MSM_20756,False,0,False,False,False,none,saas,2023,,88
MSM_20775,True,3,True,False,False,none,saas,2023,,2481
MSM_20785,True,13,False,True,False,under_disclosure,saas,2023,,3743
MSM_20794,False,0,False,False,False,none,saas,2023,,2799
MSM_20814,True,10,False,True,False,under_disclosure,ecommerce,2023,,4980
MSM_20818,True,2,True,False,False,none,saas,2023,,23260
MSM_20834,True,14,False,True,False,under_disclosure,ecommerce,2023,,2737
MSM_20849,True,6,False,True,False,under_disclosure,saas,2023,,1971
MSM_20855,True,48,True,False,False,none,saas,2023,,4832
MSM_20857,False,0,False,False,False,none,saas,2023,,856
MSM_20862,True,1,False,True,False,under_disclosure,saas,2023,,10506
MSM_20869,True,18,False,True,False,under_disclosure,saas,2023,,2076
MSM_20893,True,4,False,True,False,under_disclosure,saas,2023,,81
MSM_20905,True,2,False,True,False,under_disclosure,saas,2023,,379
MSM_20928,False,0,False,False,False,none,saas,2023,,14193
MSM_20947,True,14,False,True,False,under_disclosure,media,2024,,2737
MSM_20955,True,17,False,True,False,under_disclosure,saas,2023,,0
MSM_20975,True,20,False,True,False,under_disclosure,fintech,2024,,4886
MSM_20978,True,17,False,True,False,under_disclosure,saas,2023,,1657
MSM_20982,True,15,False,True,False,under_disclosure,saas,2023,,6248
MSM_20994,True,2,True,False,False,none,saas,2023,,12246
MSM_21008,True,24,False,True,False,under_disclosure,saas,2023,,11998
MSM_21011,False,0,False,False,False,none,media,2023,,4565
MSM_21016,True,12,False,True,False,under_disclosure,saas,2023,,23734
MSM_21022,True,6,True,False,False,none,saas,2023,,16082
MSM_21025,True,1,False,True,False,under_disclosure,saas,2023,,95
MSM_21043,False,0,False,False,False,none,ecommerce,2023,,1377
MSM_21054,True,4,False,True,False,under_disclosure,ecommerce,2023,,7564
MSM_21056,True,6,False,True,False,under_disclosure,saas,2023,,3163
MSM_21085,True,16,False,True,False,under_disclosure,saas,2023,,7728
MSM_21099,True,9,False,True,False,under_disclosure,saas,2023,,5117
MSM_21109,True,67,False,True,False,under_disclosure,saas,2023,,0
MSM_21128,False,0,False,False,False,none,media,2023,,5322
MSM_21129,True,1,True,False,False,none,logistics,2023,,13744
MSM_21142,True,10,False,True,False,under_disclosure,saas,2023,,766
MSM_21145,False,0,False,False,False,none,saas,2024,,806
MSM_21175,False,0,True,False,True,over_disclosure,saas,2023,,11647
